Mouse	Human
Arl5b	[ARL5B]
Opn1sw	[OPN1SW]
Fhl1	[FHL1]
Fhl3	[FHL3]
Fhl2	[FHL2]
Tasor2	[TASOR2]
Fhl5	[FHL5]
Daglb	[DAGLB]
Dbf4	[DBF4]
Arl5a	[ARL5A]
Snph	[SNPH]
Endod1	[ENDOD1]
Gm1141	[PASD1]
Adam2	[ADAM2]
Adam5	[ADAM5]
Peg3	[PEG3]
0610040J01Rik	[C4orf19]
Adam3	[ADAM3A]
Gkn1	[GKN1]
Adam9	[ADAM9]
Gkn3	[GKN3P]
Gkn2	[GKN2]
Adam7	[ADAM7]
Adam8	[ADAM8]
Fhit	[FHIT]
Tbc1d22a	[TBC1D22A]
Fam227b	[FAM227B]
Iqank1	[IQANK1]
Fam227a	[FAM227A]
Tpd52l1	[TPD52L1]
Tpd52l2	[TPD52L2]
Tbc1d22b	[TBC1D22B]
Dagla	[DAGLA]
Zbbx	[ZBBX]
Slc7a6os	[SLC7A6OS]
Ppm1b	[PPM1B]
Ppm1a	[PPM1A]
Scnn1a	[SCNN1A]
Scnn1b	[SCNN1B]
Fam228a	[FAM228A]
Fam228b	[FAM228B]
Scnn1g	[SCNN1G]
Fer1l5	[FER1L5]
Fer1l4	[FER1L4]
Snrk	[SNRK]
Gm2a	[GM2A]
Elac1	[ELAC1]
Sap18	[SAP18]
Elac2	[ELAC2]
Efr3b	[EFR3B]
Fer1l6	[FER1L6]
Arl4a	[ARL4A]
Arl4d	[ARL4D]
Arl4c	[ARL4C]
Efr3a	[EFR3A]
Chadl	[CHADL]
Tagln2	[TAGLN2]
Brms1l	[BRMS1L]
Tagln3	[TAGLN3]
Slc16a13	[SLC16A13]
Fam229b	[FAM229B]
Fam229a	[FAM229A]
Slc16a14	[SLC16A14]
Slc16a11	[SLC16A11]
Slc16a12	[SLC16A12]
Agtpbp1	[AGTPBP1]
Slc16a10	[SLC16A10]
Ppm1n	[PPM1N]
Ppm1m	[PPM1M]
Ppm1l	[PPM1L]
Iqub	[IQUB]
Brd3os	[BRD3OS]
Ppm1g	[PPM1G]
Ppm1f	[PPM1F]
Ppm1e	[PPM1E]
Ppm1d	[PPM1D]
A830018L16Rik	[C8orf34]
Ppm1k	[PPM1K]
Ppm1j	[PPM1J]
Ppm1h	[PPM1H]
Epm2aip1	[EPM2AIP1]
Col18a1	[COL18A1]
Ptpmt1	[PTPMT1]
Akr1c18	[AKR1C3]
Gm614	[CXorf65]
Akr1c19	[AKR1C4]
Or4c3	[OR4C3]
Akr1c21	[AKR1C1, AKR1C2, AKR1C4]
Grxcr2	[GRXCR2]
Akr1c20	[AKR1C1, AKR1C3, AKR1C2, AKR1C4]
Mir17hg	[MIR17HG]
Cdiptos	[CDIPTOSP]
Or4d2	[OR4D2]
Sntn	[SNTN]
Or4d1	[OR4D1]
Oprd1	[OPRD1]
Grxcr1	[GRXCR1]
Slc4a2	[SLC4A2]
Slc4a1	[SLC4A1]
Slc4a4	[SLC4A4]
Slc4a3	[SLC4A3]
Mir665	[MIR665]
Slc4a5	[SLC4A5]
Mir664	[MIR664B]
Slc4a8	[SLC4A8]
Slc4a7	[SLC4A7]
Prrc1	[PRRC1]
Marf1	[MARF1]
Slc4a9	[SLC4A9]
Or4d6	[OR4D6]
Or4d5	[OR4D5]
Or4e1	[OR4E1]
Akr1c12	[AKR1C4]
Or4e2	[OR4E2]
Focad	[FOCAD]
Akr1c14	[AKR1C1, AKR1C3, AKR1C2, AKR1C4]
Akr1c13	[AKR1C4]
Mir652	[MIR652]
Obi1	[OBI1]
Mir654	[MIR654]
Mir653	[MIR653]
Marco	[MARCO]
Dhrs7l	[DHRS7]
Dhrs7b	[DHRS7B]
Dhrs7c	[DHRS7C]
Chac1	[CHAC1]
Chac2	[CHAC2]
Or4e5	[OR4E1]
Pla1a	[PLA1A]
Snx4	[SNX4]
Snx3	[SNX3]
Arl11	[ARL11]
Snx2	[SNX2]
Snx1	[SNX1]
Arl10	[ARL10]
Arl15	[ARL15]
Arl14	[ARL14]
Pemt	[PEMT]
Cideb	[CIDEB]
Snx9	[SNX9]
Cidea	[CIDEA]
Snx8	[SNX8]
Triobp	[TRIOBP]
Snx7	[SNX7]
Cidec	[CIDEC]
Snx6	[SNX6]
Snx5	[SNX5]
Firrm	[FIRRM]
Arl16	[ARL16]
Firre	[FIRRE]
Or4f6	[OR4F6]
Or4f7	[OR4F3, OR4F16, OR4F29, OR4F21]
Cox8a	[COX8A]
Snw1	[SNW1]
Cox8b	[COX8BP]
Cox8c	[COX8C]
Ppip5k1	[PPIP5K1]
Ppip5k2	[PPIP5K2]
Pelo	[PELO]
Tnnt3	[TNNT3]
Gm94	[C5orf46]
Tnnt2	[TNNT2]
Dbn1	[DBN1]
Tnnt1	[TNNT1]
Camkv	[CAMKV]
Adad1	[ADAD1]
Mark3	[MARK3]
Mark4	[MARK4]
Mark1	[MARK1]
Nudt22	[NUDT22]
Adad2	[ADAD2]
Mark2	[MARK2]
Nudt21	[NUDT21]
Cox7b	[COX7B]
Hikeshi	[HIKESHI]
Tubg2	[TUBG2]
Cox7c	[COX7C]
Tubg1	[TUBG1]
Uchl3	[UCHL3]
Uchl4	[UCHL3]
Uchl5	[UCHL5]
Nudt13	[NUDT13]
Nudt12	[NUDT12]
Nudt15	[NUDT15]
Nudt14	[NUDT14]
Nudt17	[NUDT17]
Nudt16	[NUDT16]
Nudt19	[NUDT19]
Nudt18	[NUDT18]
Nudt11	[NUDT11, NUDT10]
Nudt10	[NUDT11, NUDT10]
Penk	[PENK]
Kxd1	[KXD1]
Cbr1b	[CBR1]
Laptm5	[LAPTM5]
Cox6c	[COX6C]
Raver2	[RAVER2]
Camk4	[CAMK4]
Raver1	[RAVER1]
Camk1	[CAMK1]
Pes1	[PES1]
Tube1	[TUBE1]
Runx3	[RUNX3]
Cox5a	[COX5A]
Cox5b	[COX5B]
Crocc2	[CROCC2]
Runx1	[RUNX1]
Runx2	[RUNX2]
Pepb	[PEPB]
Uchl1	[UCHL1]
Mir668	[MIR668]
Pepd	[PEPD]
Or4b1	[OR4B1]
Per2	[PER2]
Per1	[PER1]
Per3	[PER3]
Cdc123	[CDC123]
Mir670	[MIR670]
Mir671	[MIR671]
Dbnl	[DBNL]
Mir676	[MIR676]
Mir675	[MIR675]
Cyp3a41b	[CYP3A5]
Zfp593os	[ZNF593OS]
Cyp3a41a	[CYP3A5]
Lrig1	[LRIG1]
Lrig2	[LRIG2]
Lrig3	[LRIG3]
R3hcc1l	[R3HCC1L]
Ighv1-62-2	[IGHV1-45, IGHV1-69-2, IGHV1-24]
Ighv1-62-3	[IGHV1OR15-1, IGHV1-3, IGHV1-2, IGHV1-45, IGHV1-69D, IGHV1-46, IGHV1-58, IGHV1-69, IGHV1OR15-9, IGHV1-38-4, IGHV1-18, IGHV1OR21-1]
Cep104	[CEP104]
Pdia2	[PDIA2]
Pdia3	[PDIA3]
6030458C11Rik	[C5orf22]
Sh3d19	[SH3D19]
Oprl1	[OPRL1]
Or4l1	[OR4L1]
Pdia6	[PDIA6]
Pdia4	[PDIA4]
Pdia5	[PDIA5]
Zbp1	[ZBP1]
Mir193a	[MIR193A]
Mir193b	[MIR193B]
Or4b1d	[OR4B1]
Ighv10-1	[IGHV3-73]
Lrif1	[LRIF1]
Or4b1b	[OR4B1]
Cmpk2	[CMPK2]
Cmpk1	[CMPK1]
Cep112	[CEP112]
Ighv10-3	[IGHV3-73]
Perp	[PERP]
Oprm1	[OPRM1]
Igkv2-137	[IGKV2D-29, IGKV2-29]
Or4m1	[OR4M2B, OR4M2, OR4M1]
Nalf1	[NALF1]
Dhrs11	[DHRS11]
Nalf2	[NALF2]
Dbr1	[DBR1]
Dhrs13	[DHRS13]
Cchcr1	[CCHCR1]
Pi4kb	[PI4KB]
Mir190a	[MIR190A]
Pi4ka	[PI4KA]
Cox20	[COX20]
Cep126	[CEP126]
Or4n5	[OR4N5]
Cep120	[CEP120]
Glt8d2	[GLT8D2]
Glt8d1	[GLT8D1]
Mir190b	[MIR190B]
Or4n4	[OR4N4]
Nalcn	[NALCN]
Cdc14b	[CDC14C, CDC14B]
Cep128	[CEP128]
Cdc14a	[CDC14A]
Dnmbp	[DNMBP]
Tdrd1	[TDRD1]
Mustn1	[MUSTN1]
Trac	[TRA, TRAC]
Cox11	[COX11]
Cox14	[COX14]
Ulbp1	[RAET1E, ULBP2, ULBP1, ULBP3]
Ulbp3	[ULBP3]
Cox10	[COX10]
Cox19	[COX19]
Cep135	[CEP135]
Cox15	[COX15]
Cox16	[COX16]
Cep131	[CEP131]
Cox17	[COX17]
Cox18	[COX18]
Tdrd9	[TDRD9]
Tdrd6	[TDRD6]
Basp1	[BASP1]
Tdrd7	[TDRD7]
Tdrd5	[TDRD5]
Tdrd3	[TDRD3]
Cd300ld	[CD300LD]
Cd300lb	[CD300LB]
Mir615	[MIR615]
Cd300lg	[CD300LG]
Trav6-1	[TRAV9-2]
Cd300lf	[CD300LF]
Trav6-3	[TRAV9-2]
Trav6-2	[TRAV9-2]
Trav6-5	[TRAV9-1]
Trav6-4	[TRAV9-2]
Trav6-6	[TRAV9-2]
Trdn	[TRDN]
Pou6f2	[POU6F2]
Naaladl2	[NAALADL2]
Naaladl1	[NAALADL1]
Pou6f1	[POU6F1]
Prrg3	[PRRG3]
Prrg4	[PRRG4]
Prrg1	[PRRG1]
Prrg2	[PRRG2]
Cep162	[CEP162]
Aipl1	[AIPL1]
Pex2	[PEX2]
Pex1	[PEX1]
Gsk3b	[GSK3B]
Notch4	[NOTCH4]
Pex7	[PEX7]
Gsk3a	[GSK3A]
Irf3	[IRF3]
Notch1	[NOTCH1]
Irf4	[IRF4]
Pex3	[PEX3]
Mir1912	[MIR1912]
Notch2	[NOTCH2]
Mars1	[MARS1]
Irf1	[IRF1]
Desi2	[DESI2]
Pex6	[PEX6]
Notch3	[NOTCH3]
Desi1	[DESI1]
Cep152	[CEP152]
Mars2	[MARS2]
Irf2	[IRF2]
Pex5	[PEX5]
Irf7	[IRF7]
Irf8	[IRF8]
Irf5	[IRF5]
Trdc	[TRDC]
Irf6	[IRF6]
Icosl	[ICOSLG]
V1ra8	[VN1R17P]
Irf9	[IRF9]
Mgat5b	[MGAT5B]
Mat2a	[MAT2A]
Dmrtb1	[DMRTB1]
2510009E07Rik	[C3orf70]
Cdk2ap1rt	[CDK2AP1]
Cep170	[CEP170]
1700003E16Rik	[C2orf81]
Irgq	[IRGQ]
Cep164	[CEP164]
Mat2b	[MAT2B]
Pard3b	[PARD3B]
Igkv2-109	[IGKV2D-29, IGKV2D-28, IGKV2-29, IGKV2D-40, IGKV2D-26, IGKV2-40]
Mgat4e	[MGAT4EP]
Ssbp4	[SSBP4]
Mgat4f	[MGAT4FP]
Ssbp3	[SSBP3]
Mgat4c	[MGAT4C]
Dmrta2	[DMRTA2]
Ssbp2	[SSBP2]
Mgat4d	[MGAT4D]
Ssbp1	[SSBP1]
Mgat4a	[MGAT4A]
Dmrta1	[DMRTA1]
Mgat4b	[MGAT4B]
Treh	[TREH]
Sod3	[SOD3]
Sobp	[SOBP]
Sod2	[SOD2]
Sod1	[SOD1]
Sh3bp1	[SH3BP1]
Sh3d21	[SH3D21]
Sh3bp2	[SH3BP2]
Stard10	[STARD10]
Cfap418	[CFAP418]
Glb1	[GLB1]
Or4k2	[OR4K2]
Or4k5	[OR4K5]
Dbx1	[DBX1]
Stard13	[STARD13]
Dbx2	[DBX2]
Oprk1	[OPRK1]
Mat1a	[MAT1A]
Or4k1	[OR4K1]
Ndufb11b	[NDUFB11]
Cfap410	[CFAP410]
Sh3bp4	[SH3BP4]
Mtif3	[MTIF3]
Sh3bp5	[SH3BP5]
Mtif2	[MTIF2]
H2ac21	[H2AC21]
Pnldc1	[PNLDC1]
H2ac20	[H2AC20]
Eva1c	[EVA1C]
Or6x1	[OR6X1]
Eva1b	[EVA1B]
Eva1a	[EVA1A]
Igf2bp3	[IGF2BP3]
H2ac25	[H2AC25]
H2ac24	[H2AC8, H2AC4]
Igf2bp2	[IGF2BP2]
Glce	[GLCE]
H2ac23	[H2AC8, H2AC6, H2AC4]
Igf2bp1	[IGF2BP1]
H2ac22	[H2AC11, H2AC8, H2AC4]
Stambpl1	[STAMBPL1]
Trav8-1	[TRAV17]
Gpd1l	[GPD1L]
Plbd1	[PLBD1]
Airim	[AIRIM]
Clock	[CLOCK]
Dynlrb2	[DYNLRB2]
Dynlrb1	[DYNLRB1]
Plbd2	[PLBD2]
Bcorl1	[BCORL1]
Trhr	[TRHR]
Gle1	[GLE1]
Nbeal2	[NBEAL2]
Nbeal1	[NBEAL1]
Gm29797	[C20orf204]
Mirlet7d	[MIRLET7D]
Mirlet7e	[MIRLET7E]
Mirlet7b	[MIRLET7B]
9330159F19Rik	[KIAA0408]
Mirlet7i	[MIRLET7I]
Txnip	[TXNIP]
Or6y1	[OR6Y1]
Mirlet7g	[MIRLET7G]
Ankrd40cl	[ANKRD40CL]
Atrip	[ATRIP]
Krtap12-1	[KRTAP12-1, KRTAP12-3, KRTAP12-2]
Vstm5	[VSTM5]
Vstm4	[VSTM4]
Fam234b	[FAM234B]
Tlcd3a	[TLCD3A]
Fam234a	[FAM234A]
Lkaaear1	[LKAAEAR1]
Rex1bd	[REX1BD]
Tlcd3b	[TLCD3B]
Jund	[JUND]
Glg1	[GLG1]
Ttc23l	[TTC23L]
Fibp	[FIBP]
Eola1	[EOLA2, EOLA1]
H2ac10	[H2AC14]
Trir	[TRIR]
Trio	[TRIO]
Ppp4c	[PPP4C]
H2ac13	[H2AC8]
Gldc	[GLDC]
Mir29a	[MIR29A]
H2ac12	[H2AC12]
Tril	[TRIL]
H2ac11	[H2AC4]
Mir29c	[MIR29C]
Crebrf	[CREBRF]
Nanog	[NANOGP1, NANOG, NANOGP8]
Fam237a	[FAM237A]
Gm39115	[KRTAP5-8]
Gldn	[GLDN]
Fam104a	[FAM104A]
Fam237b	[FAM237B]
Fam236d	[FAM236B, FAM236A]
Fam236c	[FAM236B, FAM236A]
Fam236f	[FAM236D, FAM236C, FAM236B, FAM236A]
Fam236e	[FAM236D, FAM236C, FAM236B, FAM236A]
H2ac18	[H2AC19, H2AC18]
H2ac15	[H2AC1]
Gatad2a	[GATAD2A]
Junb	[JUNB]
Gatad2b	[GATAD2B]
H2ac19	[H2AC19, H2AC18]
Mpped2	[MPPED2]
Mpped1	[MPPED1]
Ttc21b	[TTC21B]
Rgs7bp	[RGS7BP]
Gli1	[GLI1]
Gli3	[GLI3]
Gli2	[GLI2]
Adipoq	[ADIPOQ]
Tmed10	[TMED10]
Pheta2	[PHETA2]
Macrod2	[MACROD2]
Macrod1	[MACROD1]
Or5d18	[OR5D18, OR5D16]
Ttc9c	[TTC9C]
Noxa1	[NOXA1]
Ttc9b	[TTC9B]
Or5d16	[OR5D18, OR5D16]
Pheta1	[PHETA1]
Or5d14	[OR5D14]
Cyp7b1	[CYP7B1]
Rbm12b1	[RBM12B]
Rbm12b2	[RBM12B]
Tmed11	[TMED11P]
Ficd	[FICD]
Ttc21a	[TTC21A]
Gm29746	[ZNF845]
Cyp7a1	[CYP7A1]
Oca2	[OCA2]
Dmrtc1a	[DMRTC1, DMRTC1B]
Dmrtc1b	[DMRTC1B]
Prkrip1	[PRKRIP1]
Rlim	[RLIM]
Or5d35	[OR5D18]
Ttc7b	[TTC7B]
Or5d36	[OR5D14]
Trmu	[TRMU]
Trav15d-1-dv6d-1	[TRDV1]
Apex1	[APEX1]
Trmo	[TRMO]
Malrd1	[MALRD1]
Mfsd4b1	[MFSD4B]
Mfsd4b2	[MFSD4B]
Mfsd4b4	[MFSD4B]
Pfas	[PFAS]
Mfsd4b5	[MFSD4B]
Fig4	[FIG4]
Echs1	[ECHS1]
Apex2	[APEX2]
Uqcr10	[UQCR10]
Uqcr11	[UQCR11]
Chd1l	[CHD1L]
Suv39h1	[SUV39H1]
Slc30a10	[SLC30A10]
Cobll1	[COBLL1]
Irs1	[IRS1]
Gm40193	[C17orf114]
Suv39h2	[SUV39H2]
Sptssa	[SPTSSA]
Irs4	[IRS4]
Sptssb	[SPTSSB]
Irs2	[IRS2]
Aldh9a1	[ALDH9A1]
Irs3	[IRS3P]
Yif1b	[YIF1B]
Yif1a	[YIF1A]
Rangap1	[RANGAP1]
Cep295nl	[CEP295NL]
Mir23b	[MIR23B]
Fign	[FIGN]
Mir23a	[MIR23A]
Gria4	[GRIA4]
Rprd1a	[RPRD1A]
Gria3	[GRIA3]
Rprd1b	[RPRD1B]
Gria2	[GRIA2]
Gria1	[GRIA1]
Glo1	[GLO1]
Glmn	[GLMN]
Glmp	[GLMP]
Hopx	[HOPX]
Ajuba	[AJUBA]
Crebzf	[CREBZF]
Efhb	[EFHB]
Prdx6b	[PRDX6]
Stxbp5l	[STXBP5L]
Uckl1	[UCKL1]
Krt33b	[KRT33B, KRT34, KRT31]
Krt33a	[KRT33A, KRT34, KRT31]
Or7d9	[OR7D4]
Rln3	[RLN3]
Rln1	[RLN2, RLN1]
Erich5	[ERICH5]
Erich6	[ERICH6]
Erich3	[ERICH3]
Mir28a	[MIR28]
Ppp5c	[PPP5C]
Erich4	[ERICH4]
Erich1	[ERICH1]
Erich2	[ERICH2]
Sord	[SORD]
Grid2	[GRID2]
Rasl11b	[RASL11B]
Rasl11a	[RASL11A]
Golt1b	[GOLT1B]
Srbd1	[SRBD1]
Grid1	[GRID1]
Golt1a	[GOLT1A]
Map3k7cl	[MAP3K7CL]
Stoml1	[STOML1]
Stoml2	[STOML2]
Stoml3	[STOML3]
Col28a1	[COL28A1]
Ogfrl1	[OGFRL1]
Ppp6c	[PPP6C]
Mir27b	[MIR27B]
Mir27a	[MIR27A]
Cwc22rt6	[CWC22]
Mir296	[MIR296]
Cwc22rt5	[CWC22]
Mir298	[MIR298]
Cwc22rt7	[CWC22]
Sos2	[SOS2]
Cwc22rt2	[CWC22]
Cwc22rt1	[CWC22]
Sos1	[SOS1]
Cwc22rt4	[CWC22]
Cwc22rt3	[CWC22]
Rint1	[RINT1]
Col15a1	[COL15A1]
Hs3st4	[HS3ST4]
Ubash3b	[UBASH3B]
Hs3st1	[HS3ST1]
Cd59a	[CD59]
Hs3st2	[HS3ST2]
Cd59b	[CD59]
Gls2	[GLS2]
Hs3st5	[HS3ST5]
Hs3st6	[HS3ST6]
Mir26b	[MIR26B]
Fam107a	[FAM107A]
Fam107b	[FAM107B]
Ubash3a	[UBASH3A]
Pfkl	[PFKL]
Glrb	[GLRB]
Txnl1	[TXNL1]
Gm1043	[C4orf50]
Try5	[PRSS1, PRSS3P2, PRSS3, PRSS2]
Pfkm	[PFKM]
Try4	[PRSS1, PRSS3P2, PRSS3, PRSS2]
Pfkp	[PFKP]
Irx1	[IRX1]
Hnrnpul2	[HNRNPUL2]
Irx2	[IRX2]
Hnrnpul1	[HNRNPUL1]
Irx5	[IRX5]
Dcdc2c	[DCDC2C]
Irx6	[IRX6]
Dcdc2b	[DCDC2B]
Irx3	[IRX3]
Dcdc2a	[DCDC2]
Efl1	[EFL1]
Irx4	[IRX4]
Rasl10b	[RASL10B]
Rasl10a	[RASL10A]
Gm960	[TOP6BL]
Sost	[SOST]
Sox3	[SOX3]
Sox2	[SOX2]
Rfesd	[RFESD]
Sox1	[SOX1]
4930407I10Rik	[C22orf46P]
Gm973	[KIAA2012]
Sox9	[SOX9]
Sox8	[SOX8]
Sox7	[SOX7]
Sox6	[SOX6]
Sox5	[SOX5]
Sox4	[SOX4]
Mir301	[MIR301A]
Mipol1	[MIPOL1]
Apela	[APELA]
Glrx	[GLRX]
Dcp1a	[DCP1A]
Dcp1b	[DCP1B]
Cttnbp2	[CTTNBP2]
Cant1	[CANT1]
Dynlt2b	[DYNLT2B]
Ncaph2	[NCAPH2]
Pfn4	[PFN4]
Pfn1	[PFN1]
Pfn3	[PFN3]
Pfn2	[PFN2]
Pola2	[POLA2]
Nscme3l	[NSMCE3]
Pola1	[POLA1]
Dynlt1c	[DYNLT1]
Dynlt1b	[DYNLT1]
Dynlt1a	[DYNLT1]
Ocln	[OCLN]
Dynlt1f	[DYNLT1]
Saraf	[SARAF]
C87436	[C2orf42]
Slc5a1	[SLC5A1]
Slc5a3	[SLC5A3]
Lca5l	[LCA5L]
Slc5a2	[SLC5A2]
Slc5a5	[SLC5A5]
Fis1	[FIS1]
Gltp	[GLTP]
Il12rb1	[IL12RB1]
Slc5a7	[SLC5A7]
Slc5a6	[SLC5A6]
Slc5a9	[SLC5A9]
Slc5a8	[SLC5A8]
Il12rb2	[IL12RB2]
Kremen2	[KREMEN2]
Kremen1	[KREMEN1]
Tollip	[TOLLIP]
Mllt11	[MLLT11]
Mllt10	[MLLT10]
Hars1	[HARS1]
Grik5	[GRIK5]
Grik2	[GRIK2]
Grik1	[GRIK1]
Grik4	[GRIK4]
Grik3	[GRIK3]
1700028K03Rik	[C1orf146]
Hars2	[HARS2]
Kplce	[KPLCE]
Glul	[GLUL]
Cd55b	[CD55]
Mir337	[MIR337]
Dcp2	[DCP2]
Trav13-4-dv7	[TRAV22]
Mir339	[MIR339]
Mir338	[MIR338]
Krt27	[KRT27]
Krt28	[KRT28]
Krt25	[KRT25]
Krt26	[KRT26]
Fzd10os	[FZD10-AS1]
Or14p1	[OR14L1, OR14A16]
Ube2srt	[UBE2S]
Mkrn3	[MKRN3]
Dyrk1a	[DYRK1A]
Mkrn2	[MKRN2]
Dyrk1b	[DYRK1B]
Prorsd1	[PRORSD1P]
Mkrn1	[MKRN1]
Krt23	[KRT23]
Mir340	[MIR340]
Krt24	[KRT24]
Mir342	[MIR342]
Krt20	[KRT20]
Mir346	[MIR346]
Mir345	[MIR345]
Cntrl	[CNTRL]
Cfap161	[CFAP161]
Mir326	[MIR326]
Mir325	[MIR325]
Mir328	[MIR328]
Nmrk2	[NMRK2]
Krt39	[KRT39]
Mir329	[MIR329-2, MIR329-1]
Krt36	[KRT36]
Incenp	[INCENP]
Nmrk1	[NMRK1]
Ncapd2	[NCAPD2]
Ncapd3	[NCAPD3]
Srsf11	[SRSF11]
Srsf12	[SRSF12]
Srsf10	[SRSF10]
Pfpl	[MPEG1]
Krt34	[KRT34]
Krt35	[KRT35]
Krt32	[KRT32]
Mir331	[MIR331]
Cfap157	[CFAP157]
Mir330	[MIR330]
Ttbk2	[TTBK2]
Krt31	[KRT31]
Ttbk1	[TTBK1]
Plac8l1	[PLAC8L1]
Mir335	[MIR335]
Plscr1	[PLSCR1]
Dcps	[DCPS]
Plscr5	[PLSCR5]
Opn1mw	[OPN1MW, OPN1LW, OPN1MW2, OPN1MW3]
Plscr4	[PLSCR4]
Plscr3	[PLSCR3]
Plscr2	[PLSCR1, PLSCR2]
Mir30b	[MIR30B]
Mir30a	[MIR30A]
Zc3hav1l	[ZC3HAV1L]
Mir30d	[MIR30D]
Mir30e	[MIR30E]
Ncapg2	[NCAPG2]
Cfap126	[CFAP126]
Mir320	[MIR320A]
Grin1	[GRIN1]
Mir322	[MIR424]
Mir324	[MIR324]
Mir323	[MIR323A]
Dpysl2	[DPYSL2]
Dpysl3	[DPYSL3]
Krt18	[KRT18]
Dpysl4	[DPYSL4]
Grip1	[GRIP1]
Krt19	[KRT19]
Dpysl5	[DPYSL5]
Krt16	[KRT16]
Krt17	[KRT17]
2700049A03Rik	[KIAA0586]
Krt14	[KRT14]
Noxo1	[NOXO1]
Cfap141	[CFAP141]
Krt15	[KRT15]
Pam16l	[PAM16]
Grina	[GRINA]
Gm3604	[ZNF254, ZNF28, ZNF595, ZNF493, ZNF728, ZNF93, ZNF726, ZNF615, ZNF611, ZNF732, ZNF676, ZNF234, ZNF432]
Spin2-ps10	[SPIN2B, SPIN2A]
Krt12	[KRT12]
Krt13	[KRT13]
Krt10	[KRT10]
Lrpprc	[LRPPRC]
6030468B19Rik	[C17orf99]
Srgap1	[SRGAP1]
Srgap2	[SRGAP2C, SRGAP2, SRGAP2B]
Polg2	[POLG2]
Srgap3	[SRGAP3]
Ocrl	[OCRL]
Pcid2	[PCID2]
Tmod1	[TMOD1]
Tmod4	[TMOD4]
Tmod2	[TMOD2]
S2bpcox16	[SYNJ2BP]
Tmod3	[TMOD3]
Mill2	[MICA, MICB]
Mill1	[MICA]
Cfap107	[CFAP107]
Grip2	[GRIP2]
Pkmyt1	[PKMYT1]
Iscu	[ISCU]
Cybrd1	[CYBRD1]
Slc52a2	[SLC52A2, SLC52A1]
Slc52a3	[SLC52A3]
Tsc2	[TSC2]
Tsc1	[TSC1]
Ccnyl1	[CCNYL1]
Krt6a	[KRT6C, KRT6B, KRT6A]
Krt6b	[KRT6C, KRT6B, KRT6A]
Krt71	[KRT71]
Olig3	[OLIG3]
Krt78	[KRT78]
Krt79	[KRT79]
Krt76	[KRT76]
Or4a15	[OR4A15]
Krt77	[KRT77]
Fiz1	[FIZ1]
Or5d47	[OR5D18]
Krt74	[KRT74]
Olig2	[OLIG2]
Or5d44	[OR5D3P]
Krt75	[KRT75]
Olig1	[OLIG1]
Cfap119	[CFAP119]
Or5d45	[OR5D3P]
Krt72	[KRT72]
Krt73	[KRT73]
Paral1	[PARAL1]
Pcif1	[PCIF1]
Bltp2	[BLTP2]
Glyat	[GLYAT]
Or4a47	[OR4A4P, OR4A47]
Pou5f2	[POU5F2]
Metrnl	[METRNL]
Pou5f1	[POU5F1B, POU5F1]
Krt40	[KRT40]
Bltp1	[BLTP1]
Fyco1	[FYCO1]
Cfap100	[CFAP100]
Cntln	[CNTLN]
Cntn4	[CNTN4]
Cntn3	[CNTN3]
Cntn2	[CNTN2]
Cntn1	[CNTN1]
Dctd	[DCTD]
Mir133a-2	[MIR133A2]
Mir133a-1	[MIR133A1]
Cntn6	[CNTN6]
Cntn5	[CNTN5]
Marcol	[MARCOL]
Auts2	[AUTS2]
Or4a39	[OR4A8, OR4A5, OR4A16]
Nlgn4l	[NLGN4Y, NLGN4X]
Oxld1	[OXLD1]
Tsfm	[TSFM]
4933405L10Rik	[C16orf86]
Cytl1	[CYTL1]
Fdft1	[FDFT1]
Hpf1	[HPF1]
Hpdl	[HPDL]
Gadd45gip1	[GADD45GIP1]
Angpt1	[ANGPT1]
Or4a68	[OR4A16]
Angpt2	[ANGPT2]
Or4a69	[OR4A16]
Angpt4	[ANGPT4]
Pold2	[POLD2]
Pold1	[POLD1]
Hpca	[HPCA]
Pold4	[POLD4]
Pold3	[POLD3]
Cytip	[CYTIP]
Apol11a	[APOL1]
Apol11b	[APOL1, APOL2]
Dynap	[DYNAP]
S100pbp	[S100PBP]
Pole3	[POLE3]
Pole2	[POLE2]
Spen	[SPEN]
Or14j1	[OR14J1]
Or4a80	[OR4A8, OR4A5, OR4A16]
Pole4	[POLE4]
Or4a81	[OR4A8, OR4A16]
Spg7	[SPG7]
2810459M11Rik	[C2orf72]
Tshr	[TSHR]
Krt81	[KRT81]
Krt82	[KRT82]
Krt80	[KRT80]
Ptpn18	[PTPN18]
Apol10b	[APOL1, APOL2]
Apol10a	[APOL1, APOL2]
Ptpn11	[PTPN11]
Ptpn12	[PTPN12]
Krt87	[KRT81, KRT87P, KRT86, KRT83]
Krt88	[KRT88P]
Krt85	[KRT85]
Krt86	[KRT86]
Krt83	[KRT87P, KRT83]
Ptpn13	[PTPN13]
Krt84	[KRT84]
Ptpn14	[PTPN14]
Or4a75	[OR4A16]
Or4a76	[OR4A16]
Smug1	[SMUG1]
Or4a73	[OR4A16]
Hsh2d	[HSH2D]
Or4a74	[OR4A8, OR4A16]
Or4a71	[OR4A16]
Or4a72	[OR4A16]
Or4a70	[OR4A16]
Rmc1	[RMC1]
Krt90	[KRT90P]
Kynu	[KYNU]
Sardh	[SARDH]
Speg	[SPEG]
Ptpn22	[PTPN22]
Ptpn23	[PTPN23]
