Regulator	RegulatoryEffect	TargetGene
CTGF	upregulates-expression	TCF7L2
GATA2	upregulates-expression	ADH1A
SALL4	upregulates-expression	ABCA3
HIF1A	upregulates-expression	RORA
KDM3A	upregulates-expression	TMPRSS2
SIRT1	downregulates-expression	E2F1
STAT3	downregulates-expression	TP53
TP53	downregulates-expression	STAT3
HNF4A	downregulates-expression	GH1
SMARCD3	upregulates-expression	GRHL1
MYC	upregulates-expression	HLA-C
MYC	upregulates-expression	HLA-B
MYC	upregulates-expression	HLA-A
MYC	upregulates-expression	HLA-G
MYC	upregulates-expression	HLA-F
MYC	upregulates-expression	HLA-E
EZH2	downregulates-expression	CDH1
NR4A1	upregulates-expression	TIMP2
REST	upregulates-expression	AVP
AHR	upregulates-expression	RFC3
RXRA	upregulates-expression	PPARA
RB1	downregulates-expression	CASP7
RELA	upregulates-expression	BAD
SFRP4	upregulates-expression	CTNNB1
TP53	upregulates-expression	DDB2
MAML2	upregulates-expression	PLXND1
MAML1	upregulates-expression	PLXND1
MAML3	upregulates-expression	PLXND1
IRF1	downregulates-expression	CDKN1A
H2BFS	upregulates-expression	KDM4B
POU1F1	upregulates-expression	TSHB
SPI1	upregulates-expression	FCGR2A
XBP1	upregulates-expression	SERP1
TRRAP	upregulates-expression	CAD
PPP1R13B	upregulates-expression	BBC3
NEK2	downregulates-expression	FOXO1
SREBF2	upregulates-expression	PMVK
SREBF1	upregulates-expression	PMVK
RELA	upregulates-expression	FGF8
CLDN2	upregulates-expression	CDX2
CLDN2	upregulates-expression	CDX1
SP1	upregulates-expression	HRAS
E2F1	downregulates-expression	PNRC2
E2F1	downregulates-expression	MCL1
EP300	upregulates-expression	CPT1A
HNRNPD	upregulates-expression	MYC
TCF7L1	upregulates-expression	CCND1
PCGF6	downregulates-expression	UXT
KLF5	upregulates-expression	FGFBP1
NR0B1	downregulates-expression	STAR
MYC	upregulates-expression	SNAI1
PSEN1	downregulates-expression	NOTCH1
TWIST2	downregulates-expression	ILK
TWIST1	downregulates-expression	ILK
GATA6	upregulates-expression	DAB2
SNAI2	upregulates-expression	CXCR4
MAX	upregulates-expression	SNAI1
STAT4	downregulates-expression	PITPNA
PTTG1	upregulates-expression	CTNNB1
CEBPB	upregulates-expression	SAA2
SAA1	upregulates-expression	CEBPB
SAA1	upregulates-expression	CEBPA
PROX1	downregulates-expression	RGS4
SPI1	upregulates-expression	SLC11A1
VDR	downregulates-expression	SKP2
NFIC	upregulates-expression	CYP17A1
STAT1	upregulates-expression	CIITA
CHD9	upregulates-expression	CPT2
NKX2-1	downregulates-expression	STK11
ATM	downregulates-expression	TNFRSF10B
POU2F1	upregulates-expression	PDE9A
SOX2	downregulates-expression	RHO
NR1D1	downregulates-expression	CLOCK
CREBBP	upregulates-expression	TERT
USF1	upregulates-expression	GATA5
STAT2	upregulates-expression	IRF1
IRF1	upregulates-expression	STAT2
STAT1	upregulates-expression	IRF1
IRF1	upregulates-expression	STAT1
STAT3	upregulates-expression	IRF4
STAT4	upregulates-expression	IRF1
STAT3	upregulates-expression	IRF1
IRF1	upregulates-expression	STAT3
STAT1	upregulates-expression	IRF8
STAT1	upregulates-expression	IRF7
MDM2	downregulates-expression	E2F1
E2F1	downregulates-expression	MDM2
HNF1A	upregulates-expression	CDH17
NFKBIA	downregulates-expression	FAS
NFATC1	upregulates-expression	CYP2E1
SERPINB5	upregulates-expression	JUN
AR	downregulates-expression	E2F1
FANCD2	upregulates-expression	E2F1
NCOR1	downregulates-expression	GFAP
SMAD3	upregulates-expression	CDKN1A
SMAD2	upregulates-expression	CDKN1A
CDKN1A	upregulates-expression	SMAD1
CDKN1A	upregulates-expression	SMAD4
SMAD4	upregulates-expression	CDKN1A
HIST2H2AC	upregulates-expression	CCND1
ESRRA	upregulates-expression	PERM1
ANGPT2	upregulates-expression	E2F1
HIST2H2BE	upregulates-expression	CCND1
SP1	downregulates-expression	SOD2
CHD9	upregulates-expression	ACSL1
CDK19	upregulates-expression	ADIPOQ
MEF2C	upregulates-expression	CPT1B
PLA2G6	upregulates-expression	SREBF2
TM7SF2	upregulates-expression	SP1
NFYC	upregulates-expression	HMGCR
NFYB	upregulates-expression	HMGCR
NFYA	upregulates-expression	HMGCR
E2F4	downregulates-expression	DIRAS3
DIRAS3	downregulates-expression	E2F4
E2F1	downregulates-expression	DIRAS3
DIRAS3	downregulates-expression	E2F1
FJX1	upregulates-expression	RBPJ
HOXA7	upregulates-expression	KRT10
HDAC9	downregulates-expression	MYEF2
KAT5	downregulates-expression	HDC
NR1I2	upregulates-expression	RAB3A
TP63	upregulates-expression	POU2F2
PPARG	downregulates-expression	TSHR
ELOA3	upregulates-expression	FANCD2
ELOA2	upregulates-expression	FANCD2
FOXA1	upregulates-expression	SFTPA1
FOXA1	upregulates-expression	SFTPA2
SP1	upregulates-expression	GGPS1
GLI1	upregulates-expression	CYR61
PBX1	upregulates-expression	NANOG
NANOG	upregulates-expression	PBX1
TWIST2	upregulates-expression	ICAM1
TWIST1	upregulates-expression	ICAM1
ZEB2	upregulates-expression	VIM
RAD21	upregulates-expression	MYC
FOXA2	upregulates-expression	ALDOB
HDAC1	downregulates-expression	EIF2AK1
ETV6	upregulates-expression	IGFBP5
IGFBP6	downregulates-expression	CTNNB1
SMAD4	upregulates-expression	SMAD7
SMAD7	upregulates-expression	SMAD4
SMAD4	upregulates-expression	SMAD6
SMAD7	upregulates-expression	SMAD3
SMAD2	upregulates-expression	SMAD7
SMAD7	upregulates-expression	SMAD2
SMAD1	upregulates-expression	SMAD6
BCL2L2	upregulates-expression	TCF7L2
ILF3	downregulates-expression	HLA-DRA
MYO1E	downregulates-expression	GLI1
EP300	upregulates-expression	HEY2
EP300	upregulates-expression	HEY1
HIF1A	upregulates-expression	HIGD1A
EP300	upregulates-expression	HEYL
HIF3A	upregulates-expression	HIGD1A
BRCA1	upregulates-expression	RNASEL
PTHLH	upregulates-expression	ETS2
ETS1	upregulates-expression	PTHLH
PTHLH	upregulates-expression	ETS1
AR	downregulates-expression	NFKB1
NFKB1	downregulates-expression	AR
BIN1	upregulates-expression	E2F1
TBX21	downregulates-expression	IL4
STAT6	downregulates-expression	TLR4
HELLS	upregulates-expression	E2F1
SREBF1	downregulates-expression	IRS2
IRS2	downregulates-expression	SREBF1
RBPJ	upregulates-expression	FABP7
JUN	upregulates-expression	DUSP1
NFYC	upregulates-expression	SC5D
NFYB	upregulates-expression	SC5D
NFYA	upregulates-expression	SC5D
CD4	upregulates-expression	IFNG
JUN	upregulates-expression	CHRNE
SOX2	upregulates-expression	SALL1
TWIST2	downregulates-expression	F2R
TWIST1	downregulates-expression	F2R
MYC	upregulates-expression	MAPKAPK5
CEBPD	upregulates-expression	SFTPD
CEBPB	upregulates-expression	SFTPD
CLOCK	downregulates-expression	NR3C1
CEBPG	upregulates-expression	SFTPD
ETV4	upregulates-expression	PTGS2
CEBPA	upregulates-expression	SFTPD
KIF23	upregulates-expression	E2F1
HMGCS1	downregulates-expression	YY1
PPARGC1A	upregulates-expression	CD36
EP300	upregulates-expression	HES5
RELA	upregulates-expression	STK39
ECT2	downregulates-expression	CUX1
MOV10	downregulates-expression	GREB1
DNMT1	downregulates-expression	GAD1
ERCC3	upregulates-expression	RAD51D
ERCC2	upregulates-expression	RAD51D
RUNX2	upregulates-expression	ELANE
TCEA1	upregulates-expression	MDC1
ST6GAL1	upregulates-expression	DBP
ZNF24	downregulates-expression	VEGFA
TWIST2	upregulates-expression	MMP2
TWIST1	upregulates-expression	MMP2
RXRA	upregulates-expression	NOL7
RBPJ	upregulates-expression	FLT4
EGR1	upregulates-expression	ATF3
SREBF2	upregulates-expression	PON1
SREBF2	upregulates-expression	PON2
SMARCD3	upregulates-expression	UGT1A9
APOD	upregulates-expression	CTNNB1
IL4	upregulates-expression	HMOX1
JUN	upregulates-expression	SELE
ZNRD1	upregulates-expression	ABCB1
E2F3	upregulates-expression	CCND3
CCND3	upregulates-expression	E2F3
E2F2	upregulates-expression	CCND3
CCND3	upregulates-expression	E2F2
CCND1	upregulates-expression	E2F4
E2F1	upregulates-expression	CCND3
CCND3	upregulates-expression	E2F1
E2F1	upregulates-expression	CCND1
CCND1	upregulates-expression	E2F1
STAT1	downregulates-expression	GATA3
GATA3	downregulates-expression	STAT4
E2F5	upregulates-expression	CCNE2
E2F5	upregulates-expression	CCNE1
E2F1	upregulates-expression	CCNE1
CCNE1	upregulates-expression	E2F1
FOXE1	upregulates-expression	MSX1
SATB1	upregulates-expression	CDK4
SIRT1	upregulates-expression	CLOCK
MECP2	upregulates-expression	GRIN2A
ATF4	upregulates-expression	HRK
ATF2	upregulates-expression	HRK
E2F1	upregulates-expression	CCNA2
CCNA2	upregulates-expression	E2F1
E2F1	upregulates-expression	CCNA1
CDKN2A	upregulates-expression	MYC
ISL1	upregulates-expression	MEF2C
SIAH1	upregulates-expression	E2F1
JUN	upregulates-expression	ARG1
FAM120B	upregulates-expression	CEBPA
AIP	downregulates-expression	NFKB2
JUND	upregulates-expression	AGT
DCP2	downregulates-expression	CXCL8
ONECUT1	upregulates-expression	PDX1
YAP1	upregulates-expression	ITCH
LEF1	upregulates-expression	TCF7L2
TCF7L2	upregulates-expression	LEF1
CARM1	upregulates-expression	AGT
KLF2	upregulates-expression	NOS3
KLF6	upregulates-expression	NOS2
JAK2	upregulates-expression	TNF
TBL1X	upregulates-expression	AXIN2
POU2AF1	upregulates-expression	IGH
LEF1	upregulates-expression	SALL4
CLOCK	upregulates-expression	F7
SP1	upregulates-expression	PRSS50
FOSL2	upregulates-expression	BRCA1
NOTCH4	upregulates-expression	FLT4
NFKB1	downregulates-expression	BAX
CREBBP	upregulates-expression	HMGCS2
CREBBP	upregulates-expression	HMGCS1
HMGCS1	upregulates-expression	CREBBP
HEY2	downregulates-expression	GATA6
HEY1	downregulates-expression	GATA6
HEY2	downregulates-expression	GATA4
HEY1	downregulates-expression	GATA4
ATF2	upregulates-expression	IL6
IL12B	upregulates-expression	ITGA3
GATA1	downregulates-expression	DACH1
CEBPD	upregulates-expression	TOM1
CEBPB	upregulates-expression	TOM1
CEBPA	upregulates-expression	TOM1
CARM1	upregulates-expression	FADS1
SOX9	upregulates-expression	AMH
ARNT	upregulates-expression	KDR
FOS	downregulates-expression	TH
SUPT4H1	upregulates-expression	FANCD2
CREB1	upregulates-expression	SLC20A1
ATF2	upregulates-expression	INS
SERTAD1	upregulates-expression	SET
GATA1	upregulates-expression	EPOR
APEX1	downregulates-expression	CYP11B2
E2F1	upregulates-expression	ULK1
ULK1	upregulates-expression	E2F1
NANOG	upregulates-expression	ZIC3
ZIC3	upregulates-expression	NANOG
SMARCD3	upregulates-expression	ABCB4
CDK1	downregulates-expression	SMAD7
SMAD7	downregulates-expression	CDK1
SMARCD3	upregulates-expression	ABCA1
KIAA1217	downregulates-expression	AR
VDR	upregulates-expression	TNFRSF21
CD44	upregulates-expression	EGR1
SMARCA4	upregulates-expression	ABCG2
FUS	downregulates-expression	MDM2
NOTCH3	upregulates-expression	FABP7
NOTCH1	upregulates-expression	FABP7
STAT5A	upregulates-expression	CNKSR1
STAT5B	upregulates-expression	CNKSR1
EIF4G1	upregulates-expression	FOXO1
RBPJ	upregulates-expression	GZMB
E2F1	upregulates-expression	LRBA
ZFHX3	upregulates-expression	CDKN1A
CREBBP	upregulates-expression	SGK1
SRF	upregulates-expression	SAMD4A
NT5E	upregulates-expression	TCF7
PTTG1	upregulates-expression	ID3
WT1	downregulates-expression	CCNE1
E2F1	upregulates-expression	FGFR1
FGFR1	upregulates-expression	E2F1
HDAC1	downregulates-expression	GP1BA
TP63	upregulates-expression	CEBPD
GATA1	upregulates-expression	BACH1
RREB1	downregulates-expression	KLK3
RUNX1	upregulates-expression	BAALC
CREM	downregulates-expression	PER1
E2F1	upregulates-expression	UHRF1
NFYB	upregulates-expression	TPH1
H2AFB1	upregulates-expression	KLK2
FOSB	downregulates-expression	TH
ARNT	upregulates-expression	LEP
H2AFB1	upregulates-expression	KLK3
NRF1	upregulates-expression	TFAM
PARP1	downregulates-expression	HTR1A
TFAP2A	upregulates-expression	TGFA
TWIST2	upregulates-expression	ITGB1
TWIST1	upregulates-expression	ITGB1
TFDP2	upregulates-expression	TP73
TFDP1	upregulates-expression	TP73
DDIT3	downregulates-expression	ATF2
DDIT3	downregulates-expression	ATF5
PGR	downregulates-expression	CYP19A1
JUN	upregulates-expression	ATF3
ATF2	upregulates-expression	JUN
ATF1	upregulates-expression	JUN
ESR1	downregulates-expression	CYP2C19
FOXO1	downregulates-expression	PDX1
HMGB2	upregulates-expression	TNF
EP300	upregulates-expression	ARNTL
OTX2	upregulates-expression	CDC25C
TGS1	upregulates-expression	CYP7A1
MAPK1	upregulates-expression	E2F1
CREBBP	upregulates-expression	ALOX15
SERPINE1	upregulates-expression	HIF1A
HIF1A	upregulates-expression	SERPINE1
RB1	upregulates-expression	SFTPD
NFKB1	upregulates-expression	CCNB1
MECP2	downregulates-expression	IGFBP3
YY1	upregulates-expression	ERBB2
ERBB2	upregulates-expression	YY1
NFKB2	upregulates-expression	CCND2
NFKB1	upregulates-expression	CCND2
NFKB1	upregulates-expression	CCND1
CCND1	upregulates-expression	NFKB1
IFNA8	upregulates-expression	IFNG
IFNA7	upregulates-expression	IFNG
IFNA6	upregulates-expression	IFNG
IFNA5	upregulates-expression	IFNG
IFNA4	upregulates-expression	IFNG
IFNA2	upregulates-expression	IFNG
IFNA1	upregulates-expression	IFNG
TNFAIP3	downregulates-expression	IRF7
CARM1	upregulates-expression	G0S2
RXRA	upregulates-expression	CYP4A11
FOXA1	downregulates-expression	GLI1
KLF5	upregulates-expression	PPARG
APOE	upregulates-expression	NR1H3
APOE	upregulates-expression	NR1H2
TBL1XR1	upregulates-expression	TIAM2
PPARG	upregulates-expression	BRS3
YBX1	downregulates-expression	CKS2
IL2RG	upregulates-expression	BCL2L1
IL2RB	upregulates-expression	BCL2L1
CARM1	upregulates-expression	FABP1
ZNF382	downregulates-expression	STAT3
PPARGC1A	upregulates-expression	PLIN1
APC	downregulates-expression	AMHR2
STAT3	upregulates-expression	CSRP1
TFAP2A	upregulates-expression	BRS3
BTF3	downregulates-expression	RRAS2
FOXO6	upregulates-expression	PLXNA4
ESR1	downregulates-expression	CYP1A1
TP53	upregulates-expression	TNFRSF10D
TP53	upregulates-expression	TNFRSF10C
TP53	upregulates-expression	TNFRSF10B
TP53	upregulates-expression	TNFRSF10A
TNFRSF10A	upregulates-expression	TP53
CTSE	downregulates-expression	YY1
PTGDR	upregulates-expression	APAF1
RELA	upregulates-expression	PTEN
SNAI2	downregulates-expression	BBC3
SP1	upregulates-expression	HMGA1
SP3	upregulates-expression	ALPL
ESRRA	upregulates-expression	ATP5F1B
MECP2	upregulates-expression	CREB1
TRIM28	downregulates-expression	CCND3
ZNF385A	upregulates-expression	CDKN1A
DDIT3	downregulates-expression	ASNS
SMAD4	upregulates-expression	IL10
SMAD3	upregulates-expression	IL10
PTTG1	upregulates-expression	KDR
SMARCD3	upregulates-expression	PLIN2
ELL	downregulates-expression	MDM2
TFAP2A	downregulates-expression	KLF12
KLF12	downregulates-expression	TFAP2A
POU4F1	upregulates-expression	BCL2
IKZF1	upregulates-expression	FGFR4
CREB1	upregulates-expression	PPP2R2B
EPAS1	upregulates-expression	ADORA2A
SIRT1	downregulates-expression	CFH
NR1H4	downregulates-expression	ABCC4
ITGAL	upregulates-expression	ITGA4
ITGA4	upregulates-expression	ITGAL
MYC	upregulates-expression	HMGA1
NCOA3	upregulates-expression	EPO
NCOA2	upregulates-expression	EPO
NCOA1	upregulates-expression	EPO
MITF	upregulates-expression	CTSK
MED1	upregulates-expression	HMGCS2
MED1	upregulates-expression	HMGCS1
STAT5B	upregulates-expression	YWHAG
STAT5A	upregulates-expression	YWHAG
ILF3	upregulates-expression	PLAU
ATF7	upregulates-expression	TGFB2
ATF6	upregulates-expression	STARD4
CREB1	upregulates-expression	PCK1
HNF1A	upregulates-expression	SLC2A2
SLC2A2	upregulates-expression	HNF1A
ATF1	upregulates-expression	TGFB2
SOX17	downregulates-expression	CSNK1A1
PPARGC1A	upregulates-expression	GABPA
NFIC	downregulates-expression	CYP1A1
NFATC1	upregulates-expression	ICAM1
NFATC2	upregulates-expression	IKZF1
STAT3	upregulates-expression	AKAP12
SP1	upregulates-expression	PTGIR
TP63	upregulates-expression	GDF15
REL	upregulates-expression	CDKN1A
CARM1	upregulates-expression	FHL2
HMGN2	upregulates-expression	MYC
TP53	upregulates-expression	GDF15
TP73	upregulates-expression	GDF15
AREG	upregulates-expression	FOS
LATS2	downregulates-expression	KLK3
NELFA	upregulates-expression	FANCD2
NELFE	upregulates-expression	FANCD2
NELFB	upregulates-expression	FANCD2
AGO4	downregulates-expression	KPNA2
AGO3	downregulates-expression	KPNA2
AGO2	downregulates-expression	KPNA2
AGO1	downregulates-expression	KPNA2
RELA	upregulates-expression	SLC25A27
NFKB1	upregulates-expression	BCL2L1
FOXD3	upregulates-expression	CYFIP2
RELA	upregulates-expression	PLAU
ARNT	upregulates-expression	ENG
TRRAP	upregulates-expression	PTMA
ARNT	upregulates-expression	EPO
GABPA	upregulates-expression	TOMM70
HDAC5	upregulates-expression	YY1
CSDA	upregulates-expression	E2F1
CLK1	downregulates-expression	GLI2
JAK2	upregulates-expression	FASLG
SIN3A	downregulates-expression	GCK
ESR1	upregulates-expression	TERT
NFE2L2	upregulates-expression	HMOX1
CEBPD	upregulates-expression	LECT2
CEBPB	upregulates-expression	LECT2
CEBPA	upregulates-expression	LECT2
TNFRSF11B	upregulates-expression	TCF7L2
AKT1	upregulates-expression	MYC
NR4A1	upregulates-expression	CDKN1B
NFKB1	upregulates-expression	CD40LG
E2F1	downregulates-expression	FHIT
CDK9	upregulates-expression	BRCA1
CDK7	upregulates-expression	BRCA1
EGR1	downregulates-expression	HSD11B2
ARNT	upregulates-expression	GCK
JAG1	upregulates-expression	REL
RXRA	upregulates-expression	PEX11A
MAX	upregulates-expression	HMGA1
TBX5	upregulates-expression	NPPA
TXLNG	downregulates-expression	MMP9
LIN9	downregulates-expression	PCNA
IL18R1	upregulates-expression	CCR5
INS	upregulates-expression	PTPN1
MECP2	downregulates-expression	PTPN1
PITX1	downregulates-expression	TERT
SIRT1	downregulates-expression	ICAM1
KANK1	downregulates-expression	GLI1
TFAP2C	upregulates-expression	SULT1E1
TFAP2A	upregulates-expression	SULT1E1
IGFBP3	downregulates-expression	GLI2
SPI1	downregulates-expression	MACROD1
PARP1	downregulates-expression	SNAI1
PRDM1	downregulates-expression	TP53
FOXM1	upregulates-expression	MMP2
SP1	upregulates-expression	CDKN1B
SP1	upregulates-expression	CDKN1A
CDKN1A	upregulates-expression	SP1
AR	downregulates-expression	CRH
SP1	upregulates-expression	CDKN2C
CDKN2C	upregulates-expression	SP1
SP1	upregulates-expression	CDKN2B
SP1	upregulates-expression	CDKN2A
SP1	downregulates-expression	CCNA2
ARNTL	upregulates-expression	PER3
PER2	upregulates-expression	ARNTL
ARNTL	upregulates-expression	PER2
PER1	upregulates-expression	ARNTL
ARNTL	upregulates-expression	PER1
CLOCK	upregulates-expression	DEC1
PTMA	upregulates-expression	IDO2
PTMA	upregulates-expression	IDO1
PRMT6	downregulates-expression	ITGA2B
TBL1X	upregulates-expression	AGT
PTGDR	upregulates-expression	RB1
NFKB1	upregulates-expression	CTSB
YY1	downregulates-expression	ACTC1
TFAP2A	upregulates-expression	KISS1
ARNT	upregulates-expression	FXN
HDAC3	downregulates-expression	IFNA1
KAT2B	upregulates-expression	PLXND1
KAT2A	upregulates-expression	PLXND1
INHA	upregulates-expression	CTNNB1
NFKB1	downregulates-expression	REPS2
NR3C1	upregulates-expression	CDKN1A
PPP1R13B	upregulates-expression	TP53I3
ARNT	upregulates-expression	SLC11A2
HIF1A	downregulates-expression	MMP2
ETV4	upregulates-expression	TERT
CREB1	upregulates-expression	PER1
RXRB	upregulates-expression	TNF
HIF1A	upregulates-expression	PLIN2
RXRA	upregulates-expression	TNF
REL	upregulates-expression	TNFAIP3
RXRG	upregulates-expression	TNF
CTNNB1	downregulates-expression	CDH1
HDAC2	downregulates-expression	MUC5AC
EP300	upregulates-expression	IRF1
EP300	upregulates-expression	IRF9
YBX1	downregulates-expression	TYMS
NKX3-1	downregulates-expression	FOS
E2F1	downregulates-expression	WWOX
ARNT	upregulates-expression	HK2
ARNT	upregulates-expression	HK1
HOXC6	downregulates-expression	MME
SNW1	upregulates-expression	FABP7
ESR1	upregulates-expression	TFF3
ESR2	upregulates-expression	TFF1
ESR1	upregulates-expression	TFF1
